ONTOLOGY_NAME,FORGETTING_METHOD,FORGETTING_STRATEGY,FORMULA_ID,JUSTIFICATION_ID,FORMULA_SIZE,JUSTIFICATION_SIZE,STRATEGY_STEP_COUNT,EXPLANATION_LENGTH,JUSTIFICATION_INCREASE_AMOUNT,SUCCESSFUL_EXPLANATION
pizza,AlchTBoxForgetter,4,2,2,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,2,14,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,2,9,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,2,8,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,3,3,2,9,3,3,1,0
pizza,AlchTBoxForgetter,4,3,2,2,13,5,5,0,0
pizza,AlchTBoxForgetter,4,3,0,2,10,3,3,1,0
pizza,AlchTBoxForgetter,4,3,1,2,14,4,4,0,0
pizza,AlchTBoxForgetter,4,4,0,2,5,1,1,0,1
pizza,AlchTBoxForgetter,4,4,1,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,5,0,2,1,0,0,0,1
pizza,AlchTBoxForgetter,4,6,1,2,5,3,3,4,1
pizza,AlchTBoxForgetter,4,6,0,2,6,3,3,4,1
pizza,AlchTBoxForgetter,4,7,1,2,2,2,2,0,1
pizza,AlchTBoxForgetter,4,7,0,2,2,1,1,0,1
pizza,AlchTBoxForgetter,4,7,2,2,2,2,2,0,1
pizza,AlchTBoxForgetter,4,7,3,2,2,2,2,0,1
pizza,AlchTBoxForgetter,4,8,1,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,8,0,2,5,1,1,0,1
pizza,AlchTBoxForgetter,4,9,8,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,9,9,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,9,19,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,9,25,2,4,2,2,0,0
pizza,AlchTBoxForgetter,4,9,24,2,4,2,2,0,0
pizza,AlchTBoxForgetter,4,9,18,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,9,26,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,9,27,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,9,23,2,4,2,2,0,0
pizza,AlchTBoxForgetter,4,9,22,2,4,2,2,0,0
pizza,AlchTBoxForgetter,4,9,20,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,9,21,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,9,10,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,9,11,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,9,13,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,9,12,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,9,16,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,9,17,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,9,15,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,9,14,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,9,7,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,9,6,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,9,4,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,9,5,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,9,1,2,4,2,2,0,0
pizza,AlchTBoxForgetter,4,9,0,2,4,1,1,0,1
pizza,AlchTBoxForgetter,4,9,2,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,9,3,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,10,5,2,3,2,2,0,1
pizza,AlchTBoxForgetter,4,10,20,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,10,21,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,10,4,2,3,2,2,0,1
pizza,AlchTBoxForgetter,4,10,6,2,3,2,2,0,1
pizza,AlchTBoxForgetter,4,10,23,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,10,22,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,10,7,2,3,2,2,0,1
pizza,AlchTBoxForgetter,4,10,3,2,3,2,2,0,1
pizza,AlchTBoxForgetter,4,10,26,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,10,27,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,10,2,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,10,0,2,3,1,1,0,1
pizza,AlchTBoxForgetter,4,10,19,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,10,25,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,10,24,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,10,18,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,10,1,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,10,15,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,10,14,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,10,16,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,10,17,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,10,13,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,10,12,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,10,9,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,10,10,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,10,11,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,10,8,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,11,17,2,14,4,4,0,0
pizza,AlchTBoxForgetter,4,11,6,2,15,4,4,0,0
pizza,AlchTBoxForgetter,4,11,7,2,10,4,4,0,0
pizza,AlchTBoxForgetter,4,11,16,2,13,5,5,0,0
pizza,AlchTBoxForgetter,4,11,28,2,16,4,4,0,0
pizza,AlchTBoxForgetter,4,11,14,2,15,4,4,0,0
pizza,AlchTBoxForgetter,4,11,5,2,12,5,5,0,0
pizza,AlchTBoxForgetter,4,11,4,2,15,4,4,0,0
pizza,AlchTBoxForgetter,4,11,15,2,14,4,4,0,0
pizza,AlchTBoxForgetter,4,11,29,2,16,4,4,0,0
pizza,AlchTBoxForgetter,4,11,11,2,12,4,4,0,0
pizza,AlchTBoxForgetter,4,11,39,2,16,4,4,0,0
pizza,AlchTBoxForgetter,4,11,0,2,10,3,3,1,0
pizza,AlchTBoxForgetter,4,11,1,2,11,4,4,0,0
pizza,AlchTBoxForgetter,4,11,38,2,15,4,4,0,0
pizza,AlchTBoxForgetter,4,11,10,2,13,4,4,0,0
pizza,AlchTBoxForgetter,4,11,12,2,13,5,5,0,0
pizza,AlchTBoxForgetter,4,11,3,2,12,4,4,0,0
pizza,AlchTBoxForgetter,4,11,2,2,11,4,4,0,0
pizza,AlchTBoxForgetter,4,11,13,2,15,4,4,0,0
pizza,AlchTBoxForgetter,4,11,48,2,11,3,3,1,0
pizza,AlchTBoxForgetter,4,11,60,2,11,3,3,0,0
pizza,AlchTBoxForgetter,4,11,61,2,10,4,4,0,0
pizza,AlchTBoxForgetter,4,11,49,2,12,4,4,0,0
pizza,AlchTBoxForgetter,4,11,63,2,15,4,4,0,0
pizza,AlchTBoxForgetter,4,11,62,2,12,4,4,0,0
pizza,AlchTBoxForgetter,4,11,66,2,16,4,4,0,0
pizza,AlchTBoxForgetter,4,11,67,2,16,4,4,0,0
pizza,AlchTBoxForgetter,4,11,71,2,14,4,4,0,0
pizza,AlchTBoxForgetter,4,11,65,2,15,4,4,0,0
pizza,AlchTBoxForgetter,4,11,59,2,13,4,4,0,0
pizza,AlchTBoxForgetter,4,11,58,2,15,4,4,0,0
pizza,AlchTBoxForgetter,4,11,64,2,15,4,4,0,0
pizza,AlchTBoxForgetter,4,11,70,2,13,5,5,0,0
pizza,AlchTBoxForgetter,4,11,69,2,9,3,3,1,0
pizza,AlchTBoxForgetter,4,11,55,2,14,4,4,0,0
pizza,AlchTBoxForgetter,4,11,41,2,11,3,3,1,0
pizza,AlchTBoxForgetter,4,11,40,2,16,4,4,0,0
pizza,AlchTBoxForgetter,4,11,54,2,14,4,4,0,0
pizza,AlchTBoxForgetter,4,11,68,2,16,4,4,0,0
pizza,AlchTBoxForgetter,4,11,42,2,11,3,3,0,0
pizza,AlchTBoxForgetter,4,11,56,2,15,4,4,0,0
pizza,AlchTBoxForgetter,4,11,57,2,15,4,4,0,0
pizza,AlchTBoxForgetter,4,11,43,2,10,4,4,0,0
pizza,AlchTBoxForgetter,4,11,47,2,10,4,4,0,0
pizza,AlchTBoxForgetter,4,11,53,2,14,4,4,0,0
pizza,AlchTBoxForgetter,4,11,52,2,11,4,4,0,0
pizza,AlchTBoxForgetter,4,11,46,2,11,3,3,0,0
pizza,AlchTBoxForgetter,4,11,50,2,11,3,3,0,0
pizza,AlchTBoxForgetter,4,11,44,2,10,3,3,1,0
pizza,AlchTBoxForgetter,4,11,45,2,12,3,3,1,0
pizza,AlchTBoxForgetter,4,11,51,2,10,4,4,0,0
pizza,AlchTBoxForgetter,4,11,36,2,12,4,4,0,0
pizza,AlchTBoxForgetter,4,11,22,2,12,4,4,0,0
pizza,AlchTBoxForgetter,4,11,23,2,15,4,4,0,0
pizza,AlchTBoxForgetter,4,11,37,2,15,4,4,0,0
pizza,AlchTBoxForgetter,4,11,21,2,16,4,4,0,0
pizza,AlchTBoxForgetter,4,11,35,2,12,5,5,0,0
pizza,AlchTBoxForgetter,4,11,34,2,13,4,4,0,0
pizza,AlchTBoxForgetter,4,11,20,2,16,4,4,0,0
pizza,AlchTBoxForgetter,4,11,24,2,14,4,4,0,0
pizza,AlchTBoxForgetter,4,11,30,2,14,4,4,0,0
pizza,AlchTBoxForgetter,4,11,18,2,13,4,4,0,0
pizza,AlchTBoxForgetter,4,11,9,2,12,5,5,0,0
pizza,AlchTBoxForgetter,4,11,8,2,13,4,4,0,0
pizza,AlchTBoxForgetter,4,11,19,2,13,4,4,0,0
pizza,AlchTBoxForgetter,4,11,31,2,13,4,4,0,0
pizza,AlchTBoxForgetter,4,11,25,2,15,4,4,0,0
pizza,AlchTBoxForgetter,4,11,33,2,13,4,4,0,0
pizza,AlchTBoxForgetter,4,11,27,2,13,4,4,0,0
pizza,AlchTBoxForgetter,4,11,26,2,14,4,4,0,0
pizza,AlchTBoxForgetter,4,11,32,2,14,4,4,0,0
pizza,AlchTBoxForgetter,4,12,1,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,12,0,2,5,1,1,0,1
pizza,AlchTBoxForgetter,4,13,0,2,1,0,0,0,1
pizza,AlchTBoxForgetter,4,14,1,2,5,3,3,4,1
pizza,AlchTBoxForgetter,4,14,0,2,6,3,3,4,1
pizza,AlchTBoxForgetter,4,15,2,2,2,2,2,0,1
pizza,AlchTBoxForgetter,4,15,3,2,2,2,2,0,1
pizza,AlchTBoxForgetter,4,15,1,2,2,2,2,0,1
pizza,AlchTBoxForgetter,4,15,0,2,2,1,1,0,1
pizza,AlchTBoxForgetter,4,15,4,2,2,2,2,0,1
pizza,AlchTBoxForgetter,4,15,5,2,2,2,2,0,1
pizza,AlchTBoxForgetter,4,16,3,2,8,2,2,0,1
pizza,AlchTBoxForgetter,4,16,2,2,6,2,2,0,1
pizza,AlchTBoxForgetter,4,16,0,2,7,2,2,0,1
pizza,AlchTBoxForgetter,4,16,1,2,6,2,2,0,1
pizza,AlchTBoxForgetter,4,16,5,2,7,2,2,0,1
pizza,AlchTBoxForgetter,4,16,4,2,9,2,2,0,1
pizza,AlchTBoxForgetter,4,16,6,2,9,2,2,0,0
pizza,AlchTBoxForgetter,4,16,7,2,10,2,2,0,0
pizza,AlchTBoxForgetter,4,17,0,2,6,2,2,0,1
pizza,AlchTBoxForgetter,4,17,1,2,5,2,2,0,1
pizza,AlchTBoxForgetter,4,17,3,2,7,2,2,0,1
pizza,AlchTBoxForgetter,4,17,2,2,5,2,2,0,1
pizza,AlchTBoxForgetter,4,17,6,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,17,7,2,9,2,2,0,0
pizza,AlchTBoxForgetter,4,17,5,2,6,2,2,0,1
pizza,AlchTBoxForgetter,4,17,4,2,8,2,2,0,1
pizza,AlchTBoxForgetter,4,18,0,2,4,1,1,0,1
pizza,AlchTBoxForgetter,4,19,0,2,1,0,0,0,1
pizza,AlchTBoxForgetter,4,20,0,2,3,1,1,0,1
pizza,AlchTBoxForgetter,4,21,0,2,2,1,1,0,1
pizza,AlchTBoxForgetter,4,22,0,2,4,1,1,0,1
pizza,AlchTBoxForgetter,4,23,0,2,3,1,1,0,1
pizza,AlchTBoxForgetter,4,24,0,2,2,1,1,0,1
pizza,AlchTBoxForgetter,4,25,0,2,1,0,0,0,1
pizza,AlchTBoxForgetter,4,26,0,2,3,3,3,1,1
pizza,AlchTBoxForgetter,4,27,0,2,4,1,1,0,1
pizza,AlchTBoxForgetter,4,28,0,2,3,1,1,0,1
pizza,AlchTBoxForgetter,4,29,0,2,2,1,1,0,1
pizza,AlchTBoxForgetter,4,30,0,2,1,0,0,0,1
pizza,AlchTBoxForgetter,4,31,0,2,3,3,3,1,1
pizza,AlchTBoxForgetter,4,32,1,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,32,0,2,5,1,1,0,1
pizza,AlchTBoxForgetter,4,33,1,2,4,2,2,0,0
pizza,AlchTBoxForgetter,4,33,0,2,4,1,1,0,1
pizza,AlchTBoxForgetter,4,33,2,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,33,3,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,33,7,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,33,6,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,33,4,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,33,5,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,33,28,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,33,14,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,33,15,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,33,29,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,33,17,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,33,16,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,33,12,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,33,13,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,33,11,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,33,10,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,33,21,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,33,20,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,33,22,2,4,2,2,0,0
pizza,AlchTBoxForgetter,4,33,23,2,4,2,2,0,0
pizza,AlchTBoxForgetter,4,33,27,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,33,32,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,33,26,2,4,2,2,0,0
pizza,AlchTBoxForgetter,4,33,30,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,33,24,2,4,2,2,0,0
pizza,AlchTBoxForgetter,4,33,18,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,33,19,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,33,25,2,4,2,2,0,0
pizza,AlchTBoxForgetter,4,33,31,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,33,8,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,33,9,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,34,4,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,34,21,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,34,20,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,34,5,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,34,7,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,34,22,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,34,23,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,34,6,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,34,2,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,34,27,2,3,2,2,0,1
pizza,AlchTBoxForgetter,4,34,26,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,34,32,2,3,2,2,0,1
pizza,AlchTBoxForgetter,4,34,3,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,34,1,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,34,18,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,34,24,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,34,30,2,3,2,2,0,1
pizza,AlchTBoxForgetter,4,34,31,2,3,2,2,0,1
pizza,AlchTBoxForgetter,4,34,25,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,34,19,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,34,0,2,3,1,1,0,1
pizza,AlchTBoxForgetter,4,34,14,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,34,28,2,3,2,2,0,1
pizza,AlchTBoxForgetter,4,34,29,2,3,2,2,0,1
pizza,AlchTBoxForgetter,4,34,15,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,34,17,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,34,16,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,34,12,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,34,13,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,34,8,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,34,11,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,34,10,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,34,9,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,36,0,2,1,0,0,0,1
pizza,AlchTBoxForgetter,4,37,0,2,6,3,3,4,1
pizza,AlchTBoxForgetter,4,37,1,2,5,3,3,4,1
pizza,AlchTBoxForgetter,4,38,0,2,2,1,1,0,1
pizza,AlchTBoxForgetter,4,38,1,2,2,2,2,0,1
pizza,AlchTBoxForgetter,4,38,3,2,2,2,2,0,1
pizza,AlchTBoxForgetter,4,38,2,2,2,2,2,0,1
pizza,AlchTBoxForgetter,4,38,6,2,2,2,2,0,1
pizza,AlchTBoxForgetter,4,38,5,2,2,2,2,0,1
pizza,AlchTBoxForgetter,4,38,4,2,2,2,2,0,1
pizza,AlchTBoxForgetter,4,39,3,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,39,2,2,7,2,2,0,1
pizza,AlchTBoxForgetter,4,39,0,2,7,2,2,0,1
pizza,AlchTBoxForgetter,4,39,1,2,6,2,2,0,1
pizza,AlchTBoxForgetter,4,40,0,2,6,2,2,0,1
pizza,AlchTBoxForgetter,4,40,1,2,5,2,2,0,1
pizza,AlchTBoxForgetter,4,40,3,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,40,2,2,6,2,2,0,1
pizza,AlchTBoxForgetter,4,41,0,2,4,1,1,0,1
pizza,AlchTBoxForgetter,4,42,0,2,3,1,1,0,1
pizza,AlchTBoxForgetter,4,43,0,2,1,0,0,0,1
pizza,AlchTBoxForgetter,4,44,0,2,2,1,1,0,1
pizza,AlchTBoxForgetter,4,45,0,2,4,1,1,0,1
pizza,AlchTBoxForgetter,4,46,0,2,3,3,3,1,1
pizza,AlchTBoxForgetter,4,47,0,2,4,1,1,0,1
pizza,AlchTBoxForgetter,4,48,0,2,3,1,1,0,1
pizza,AlchTBoxForgetter,4,49,0,2,2,1,1,0,1
pizza,AlchTBoxForgetter,4,50,0,2,1,0,0,0,1
pizza,AlchTBoxForgetter,4,51,0,2,3,3,3,1,1
pizza,AlchTBoxForgetter,4,52,0,2,5,1,1,0,1
pizza,AlchTBoxForgetter,4,52,1,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,53,26,2,4,2,2,0,0
pizza,AlchTBoxForgetter,4,53,32,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,53,33,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,53,27,2,4,2,2,0,0
pizza,AlchTBoxForgetter,4,53,19,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,53,31,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,53,25,2,4,2,2,0,0
pizza,AlchTBoxForgetter,4,53,24,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,53,30,2,4,2,2,0,0
pizza,AlchTBoxForgetter,4,53,18,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,53,34,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,53,20,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,53,21,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,53,35,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,53,23,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,53,37,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,53,36,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,53,22,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,53,3,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,53,2,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,53,0,2,4,1,1,0,1
pizza,AlchTBoxForgetter,4,53,1,2,4,2,2,0,0
pizza,AlchTBoxForgetter,4,53,5,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,53,4,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,53,6,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,53,7,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,53,9,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,53,8,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,53,13,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,53,12,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,53,10,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,53,11,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,53,15,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,53,29,2,4,2,2,0,0
pizza,AlchTBoxForgetter,4,53,28,2,4,2,2,0,0
pizza,AlchTBoxForgetter,4,53,14,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,53,16,2,6,2,2,0,0
pizza,AlchTBoxForgetter,4,53,17,2,8,2,2,0,0
pizza,AlchTBoxForgetter,4,54,6,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,54,13,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,54,12,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,54,7,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,54,5,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,54,10,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,54,11,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,54,4,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,54,0,2,3,1,1,0,1
pizza,AlchTBoxForgetter,4,54,29,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,54,15,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,54,14,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,54,28,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,54,1,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,54,3,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,54,16,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,54,17,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,54,2,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,54,32,2,3,2,2,0,1
pizza,AlchTBoxForgetter,4,54,26,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,54,27,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,54,33,2,3,2,2,0,1
pizza,AlchTBoxForgetter,4,54,25,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,54,31,2,3,2,2,0,1
pizza,AlchTBoxForgetter,4,54,19,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,54,18,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,54,30,2,3,2,2,0,0
pizza,AlchTBoxForgetter,4,54,24,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,54,9,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,54,20,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,54,34,2,3,2,2,0,1
pizza,AlchTBoxForgetter,4,54,35,2,3,2,2,0,1
pizza,AlchTBoxForgetter,4,54,21,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,54,8,2,7,2,2,0,0
pizza,AlchTBoxForgetter,4,54,37,2,3,2,2,0,1
pizza,AlchTBoxForgetter,4,54,23,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,54,22,2,5,2,2,0,0
pizza,AlchTBoxForgetter,4,54,36,2,3,2,2,0,1
pizza,AlchTBoxForgetter,4,56,1,2,4,2,2,0,1
pizza,AlchTBoxForgetter,4,56,0,2,5,1,1,0,1
pizza,AlchTBoxForgetter,4,57,0,2,1,0,0,0,1
pizza,AlchTBoxForgetter,4,58,2,2,5,3,3,4,1
pizza,AlchTBoxForgetter,4,58,3,2,5,3,3,4,1
