ONTOLOGY_NAME,FORGETTING_METHOD,FORGETTING_STRATEGY,FORMULA_ID,JUSTIFICATION_ID,FORMULA_SIZE,JUSTIFICATION_SIZE,STRATEGY_STEP_COUNT,EXPLANATION_LENGTH,JUSTIFICATION_INCREASE_AMOUNT,SUCCESSFUL_EXPLANATION
pizza,AlchTBoxForgetter,3,15,0,2,2,1,1,0,1
pizza,AlchTBoxForgetter,3,15,4,2,2,2,1,0,1
pizza,AlchTBoxForgetter,3,15,5,2,2,2,1,0,1
pizza,AlchTBoxForgetter,3,16,3,2,8,9,9,2,0
pizza,AlchTBoxForgetter,3,16,2,2,6,7,7,1,0
pizza,AlchTBoxForgetter,3,16,0,2,7,8,8,1,0
pizza,AlchTBoxForgetter,3,16,1,2,6,7,7,1,0
pizza,AlchTBoxForgetter,3,16,5,2,7,8,8,1,0
pizza,AlchTBoxForgetter,3,16,4,2,9,10,10,0,0
pizza,AlchTBoxForgetter,3,16,6,2,9,10,10,2,1
pizza,AlchTBoxForgetter,3,16,7,2,10,11,11,2,1
pizza,AlchTBoxForgetter,3,17,0,2,6,7,7,0,0
pizza,AlchTBoxForgetter,3,17,1,2,5,6,6,0,0
pizza,AlchTBoxForgetter,3,17,3,2,7,8,8,0,0
pizza,AlchTBoxForgetter,3,17,2,2,5,6,6,0,0
pizza,AlchTBoxForgetter,3,17,6,2,8,9,9,0,1
pizza,AlchTBoxForgetter,3,17,7,2,9,10,10,0,1
pizza,AlchTBoxForgetter,3,17,5,2,6,7,7,0,0
pizza,AlchTBoxForgetter,3,17,4,2,8,9,9,0,0
pizza,AlchTBoxForgetter,3,18,0,2,4,3,3,0,1
pizza,AlchTBoxForgetter,3,19,0,2,1,0,0,0,1
pizza,AlchTBoxForgetter,3,20,0,2,3,2,2,0,1
pizza,AlchTBoxForgetter,3,21,0,2,2,1,1,0,1
pizza,AlchTBoxForgetter,3,22,0,2,4,3,3,0,1
pizza,AlchTBoxForgetter,3,23,0,2,3,2,2,0,1
pizza,AlchTBoxForgetter,3,24,0,2,2,1,1,0,1
pizza,AlchTBoxForgetter,3,25,0,2,1,0,0,0,1
pizza,AlchTBoxForgetter,3,26,0,2,3,7,2,5,1
pizza,AlchTBoxForgetter,3,27,0,2,4,3,3,0,1
pizza,AlchTBoxForgetter,3,28,0,2,3,2,2,0,1
pizza,AlchTBoxForgetter,3,29,0,2,2,1,1,0,1
pizza,AlchTBoxForgetter,3,30,0,2,1,0,0,0,1
pizza,AlchTBoxForgetter,3,31,0,2,3,7,2,5,1
pizza,AlchTBoxForgetter,3,32,1,2,4,4,4,0,0
pizza,AlchTBoxForgetter,3,32,0,2,5,5,4,1,1
pizza,AlchTBoxForgetter,3,33,1,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,33,0,2,4,3,3,0,1
pizza,AlchTBoxForgetter,3,33,2,2,6,6,6,0,0
pizza,AlchTBoxForgetter,3,33,3,2,6,6,6,0,0
pizza,AlchTBoxForgetter,3,33,7,2,8,9,9,0,0
pizza,AlchTBoxForgetter,3,33,6,2,8,9,9,0,0
pizza,AlchTBoxForgetter,3,33,4,2,6,6,5,0,1
pizza,AlchTBoxForgetter,3,33,5,2,6,7,5,0,1
pizza,AlchTBoxForgetter,3,33,28,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,33,14,2,6,7,5,0,1
pizza,AlchTBoxForgetter,3,33,15,2,8,8,8,0,0
pizza,AlchTBoxForgetter,3,33,29,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,33,17,2,6,6,6,0,0
pizza,AlchTBoxForgetter,3,33,16,2,6,6,6,0,0
pizza,AlchTBoxForgetter,3,33,12,2,6,7,5,0,1
pizza,AlchTBoxForgetter,3,33,13,2,6,7,5,0,1
pizza,AlchTBoxForgetter,3,33,11,2,6,7,5,0,1
pizza,AlchTBoxForgetter,3,33,10,2,8,9,9,0,0
pizza,AlchTBoxForgetter,3,33,21,2,8,9,9,0,0
pizza,AlchTBoxForgetter,3,33,20,2,6,7,5,0,1
pizza,AlchTBoxForgetter,3,33,22,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,33,23,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,33,27,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,33,32,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,33,26,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,33,30,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,33,24,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,33,18,2,6,6,6,0,0
pizza,AlchTBoxForgetter,3,33,19,2,6,6,6,0,0
pizza,AlchTBoxForgetter,3,33,25,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,33,31,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,33,8,2,8,9,9,0,0
pizza,AlchTBoxForgetter,3,33,9,2,8,9,9,0,0
pizza,AlchTBoxForgetter,3,34,4,2,5,5,4,0,1
pizza,AlchTBoxForgetter,3,34,21,2,7,8,8,0,0
pizza,AlchTBoxForgetter,3,34,20,2,5,6,4,0,1
pizza,AlchTBoxForgetter,3,34,5,2,5,6,4,0,1
pizza,AlchTBoxForgetter,3,34,7,2,7,8,8,0,0
pizza,AlchTBoxForgetter,3,34,22,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,34,23,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,34,6,2,7,8,8,0,0
pizza,AlchTBoxForgetter,3,34,2,2,5,5,5,0,0
pizza,AlchTBoxForgetter,3,34,27,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,34,26,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,34,32,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,34,3,2,5,5,5,0,0
pizza,AlchTBoxForgetter,3,34,1,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,34,18,2,5,5,5,0,0
pizza,AlchTBoxForgetter,3,34,24,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,34,30,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,34,31,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,34,25,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,34,19,2,5,5,5,0,0
pizza,AlchTBoxForgetter,3,34,0,2,3,2,2,0,1
pizza,AlchTBoxForgetter,3,34,14,2,5,6,4,0,1
pizza,AlchTBoxForgetter,3,34,28,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,34,29,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,34,15,2,7,7,7,0,0
pizza,AlchTBoxForgetter,3,34,17,2,5,5,5,0,0
pizza,AlchTBoxForgetter,3,34,16,2,5,5,5,0,0
pizza,AlchTBoxForgetter,3,34,12,2,5,6,4,0,1
pizza,AlchTBoxForgetter,3,34,13,2,5,6,4,0,1
pizza,AlchTBoxForgetter,3,34,8,2,7,8,8,0,0
pizza,AlchTBoxForgetter,3,34,11,2,5,6,4,0,1
pizza,AlchTBoxForgetter,3,34,10,2,7,8,8,0,0
pizza,AlchTBoxForgetter,3,34,9,2,7,8,8,0,0
pizza,AlchTBoxForgetter,3,36,0,2,1,0,0,0,1
pizza,AlchTBoxForgetter,3,37,0,2,6,7,6,3,1
pizza,AlchTBoxForgetter,3,37,1,2,5,6,6,0,0
pizza,AlchTBoxForgetter,3,38,0,2,2,1,1,0,1
pizza,AlchTBoxForgetter,3,38,1,2,2,2,1,0,1
pizza,AlchTBoxForgetter,3,38,3,2,2,2,1,0,1
pizza,AlchTBoxForgetter,3,38,2,2,2,2,1,0,1
pizza,AlchTBoxForgetter,3,38,6,2,2,2,1,0,1
pizza,AlchTBoxForgetter,3,38,5,2,2,2,1,0,1
pizza,AlchTBoxForgetter,3,38,4,2,2,2,1,0,1
pizza,AlchTBoxForgetter,3,39,3,2,8,9,9,2,1
pizza,AlchTBoxForgetter,3,39,2,2,7,8,8,2,0
pizza,AlchTBoxForgetter,3,39,0,2,7,8,8,1,0
pizza,AlchTBoxForgetter,3,39,1,2,6,7,7,1,0
pizza,AlchTBoxForgetter,3,40,0,2,6,7,7,0,0
pizza,AlchTBoxForgetter,3,40,1,2,5,6,6,0,0
pizza,AlchTBoxForgetter,3,40,3,2,7,8,8,1,1
pizza,AlchTBoxForgetter,3,40,2,2,6,7,7,0,0
pizza,AlchTBoxForgetter,3,41,0,2,4,3,3,0,1
pizza,AlchTBoxForgetter,3,42,0,2,3,2,2,0,1
pizza,AlchTBoxForgetter,3,43,0,2,1,0,0,0,1
pizza,AlchTBoxForgetter,3,44,0,2,2,1,1,0,1
pizza,AlchTBoxForgetter,3,45,0,2,4,4,4,2,1
pizza,AlchTBoxForgetter,3,46,0,2,3,7,2,5,1
pizza,AlchTBoxForgetter,3,47,0,2,4,3,3,0,1
pizza,AlchTBoxForgetter,3,48,0,2,3,2,2,0,1
pizza,AlchTBoxForgetter,3,49,0,2,2,1,1,0,1
pizza,AlchTBoxForgetter,3,50,0,2,1,0,0,0,1
pizza,AlchTBoxForgetter,3,51,0,2,3,7,2,5,1
pizza,AlchTBoxForgetter,3,52,0,2,5,5,4,1,1
pizza,AlchTBoxForgetter,3,52,1,2,4,4,4,0,0
pizza,AlchTBoxForgetter,3,53,26,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,53,32,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,53,33,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,53,27,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,53,19,2,6,6,6,0,0
pizza,AlchTBoxForgetter,3,53,31,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,53,25,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,53,24,2,8,9,9,0,0
pizza,AlchTBoxForgetter,3,53,30,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,53,18,2,6,6,6,0,0
pizza,AlchTBoxForgetter,3,53,34,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,53,20,2,6,6,6,0,0
pizza,AlchTBoxForgetter,3,53,21,2,6,6,6,0,0
pizza,AlchTBoxForgetter,3,53,35,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,53,23,2,6,7,5,0,1
pizza,AlchTBoxForgetter,3,53,37,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,53,36,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,53,22,2,6,6,6,0,0
pizza,AlchTBoxForgetter,3,53,3,2,6,6,6,0,0
pizza,AlchTBoxForgetter,3,53,2,2,6,6,6,0,0
pizza,AlchTBoxForgetter,3,53,0,2,4,3,3,0,1
pizza,AlchTBoxForgetter,3,53,1,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,53,5,2,6,7,5,0,1
pizza,AlchTBoxForgetter,3,53,4,2,6,6,5,0,1
pizza,AlchTBoxForgetter,3,53,6,2,8,9,9,0,0
pizza,AlchTBoxForgetter,3,53,7,2,8,9,9,0,0
pizza,AlchTBoxForgetter,3,53,9,2,8,9,9,0,0
pizza,AlchTBoxForgetter,3,53,8,2,8,9,9,0,0
pizza,AlchTBoxForgetter,3,53,13,2,6,7,5,0,1
pizza,AlchTBoxForgetter,3,53,12,2,6,7,5,0,1
pizza,AlchTBoxForgetter,3,53,10,2,8,9,9,0,0
pizza,AlchTBoxForgetter,3,53,11,2,8,9,9,0,0
pizza,AlchTBoxForgetter,3,53,15,2,6,7,5,0,1
pizza,AlchTBoxForgetter,3,53,29,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,53,28,2,4,4,3,0,1
pizza,AlchTBoxForgetter,3,53,14,2,6,7,5,0,1
pizza,AlchTBoxForgetter,3,53,16,2,6,7,5,0,1
pizza,AlchTBoxForgetter,3,53,17,2,8,8,8,0,0
pizza,AlchTBoxForgetter,3,54,6,2,7,8,8,0,0
pizza,AlchTBoxForgetter,3,54,13,2,5,6,4,0,1
pizza,AlchTBoxForgetter,3,54,12,2,5,6,4,0,1
pizza,AlchTBoxForgetter,3,54,7,2,7,8,8,0,0
pizza,AlchTBoxForgetter,3,54,5,2,5,6,4,0,1
pizza,AlchTBoxForgetter,3,54,10,2,7,8,8,0,0
pizza,AlchTBoxForgetter,3,54,11,2,7,8,8,0,0
pizza,AlchTBoxForgetter,3,54,4,2,5,5,4,0,1
pizza,AlchTBoxForgetter,3,54,0,2,3,2,2,0,1
pizza,AlchTBoxForgetter,3,54,29,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,54,15,2,5,6,4,0,1
pizza,AlchTBoxForgetter,3,54,14,2,5,6,4,0,1
pizza,AlchTBoxForgetter,3,54,28,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,54,1,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,54,3,2,5,5,5,0,0
pizza,AlchTBoxForgetter,3,54,16,2,5,6,4,0,1
pizza,AlchTBoxForgetter,3,54,17,2,7,7,7,0,0
pizza,AlchTBoxForgetter,3,54,2,2,5,5,5,0,0
pizza,AlchTBoxForgetter,3,54,32,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,54,26,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,54,27,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,54,33,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,54,25,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,54,31,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,54,19,2,5,5,5,0,0
pizza,AlchTBoxForgetter,3,54,18,2,5,5,5,0,0
pizza,AlchTBoxForgetter,3,54,30,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,54,24,2,7,8,8,0,0
pizza,AlchTBoxForgetter,3,54,9,2,7,8,8,0,0
pizza,AlchTBoxForgetter,3,54,20,2,5,5,5,0,0
pizza,AlchTBoxForgetter,3,54,34,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,54,35,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,54,21,2,5,5,5,0,0
pizza,AlchTBoxForgetter,3,54,8,2,7,8,8,0,0
pizza,AlchTBoxForgetter,3,54,37,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,54,23,2,5,6,4,0,1
pizza,AlchTBoxForgetter,3,54,22,2,5,5,5,0,0
pizza,AlchTBoxForgetter,3,54,36,2,3,3,2,0,1
pizza,AlchTBoxForgetter,3,56,1,2,4,4,4,0,0
pizza,AlchTBoxForgetter,3,56,0,2,5,5,5,1,1
pizza,AlchTBoxForgetter,3,57,0,2,1,0,0,0,1
pizza,AlchTBoxForgetter,3,58,2,2,5,6,6,0,0
pizza,AlchTBoxForgetter,3,58,3,2,5,6,6,0,0
